slpm_diff,str_acc_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,win_streak_diff,finish_rate_diff,age_diff,reach_diff,days_diff,title_fight,rounds,weight_class_lbs,date,winner
2.05,1,-11,0.0900000000000003,-9,2,-0.7999999999999999,2,-0.06666666666666665,-5.590691307323752,2.5400000000000205,-161,0,3.0,185,2016-02-21,1
1.1599999999999997,-7,-1,-2.18,-36,-5,-0.09999999999999998,0,-0.3142857142857143,-4.158795345653662,12.699999999999989,28,0,3.0,185,2016-02-21,1
-0.2200000000000002,-2,3,-0.58,-26,16,0.7,1,1.0,4.952772073921974,-12.700000000000017,231,0,3.0,185,2016-02-21,0
-4.140000000000001,-11,-1,2.99,-12,-10,-0.1,0,0.0,3.624914442162904,-10.159999999999997,4,0,3.0,170,2016-02-21,0
-1.2800000000000002,23,-5,-0.55,34,6,0.5,-2,0.34558823529411764,3.876796714579058,5.0800000000000125,168,0,5.0,185,2016-02-27,0
1.62,10,16,-0.51,33,29,0.0,0,-0.09999999999999998,-3.901437371663242,-5.0800000000000125,-70,0,3.0,185,2016-02-27,1
1.1099999999999999,14,2,-1.65,-48,7,0.8,1,0.0,-7.345653661875428,0.0,-28,0,3.0,170,2016-02-27,1
0.54,-1,0,-1.01,-24,-19,0.6,-1,1.0,0.15331964407939935,-2.5400000000000205,168,0,3.0,185,2016-02-27,0
0.7799999999999998,14,-13,-2.2,-5,49,0.7,0,1.0,-0.6981519507186853,7.6200000000000045,-77,0,3.0,185,2016-02-27,1
-1.69,-6,-4,-1.04,42,50,0.2,1,1.0,4.292950034223132,10.160000000000025,-399,0,3.0,185,2016-03-05,1
-1.1600000000000001,-3,-17,-1.0899999999999999,-41,-17,1.4,0,1.0,-3.0308008213552355,0.0,-22,0,3.0,170,2016-03-05,0
2.33,-1,-1,-1.66,-12,-17,-0.3,-1,-0.25,-3.058179329226558,7.6200000000000045,64,0,3.0,205,2016-03-05,0
1.9299999999999997,4,-1,2.4299999999999997,18,26,-1.4,0,-0.41666666666666663,-6.3572895277207415,12.699999999999989,-105,0,3.0,205,2016-03-05,1
0.75,4,2,-0.38,25,25,-1.2,6,0.08791208791208782,-3.2443531827515457,-5.079999999999984,7,0,5.0,170,2016-03-05,0
-0.20999999999999996,2,3,0.040000000000000036,5,-12,0.39999999999999997,0,0.0,-1.232032854209443,2.5400000000000205,-560,0,3.0,170,2016-03-05,0
-0.43000000000000016,0,2,-0.45999999999999996,9,22,0.3,0,0.2666666666666666,9.497604380561263,-22.859999999999985,322,0,3.0,170,2016-03-19,0
0.5800000000000001,4,-5,-0.3799999999999999,-10,0,-0.09999999999999998,0,-0.5,-4.733744010951405,-5.0800000000000125,-7,0,3.0,170,2016-03-19,0
-1.9500000000000002,-1,12,1.83,4,-42,0.2,0,0.6,-0.16974674880218998,7.6200000000000045,364,0,3.0,205,2016-03-19,0
1.6700000000000002,-4,9,-1.5599999999999998,-5,25,-0.5,0,-0.16666666666666669,12.372347707049968,-22.859999999999985,26,0,3.0,185,2016-03-19,1
-3.77,-3,-21,1.7100000000000002,-1,-22,0.3,1,-0.6666666666666666,-5.577002053388089,-10.159999999999997,147,0,3.0,170,2016-03-19,0
-1.19,-4,-12,-0.16000000000000003,-19,-18,-0.09999999999999998,0,-0.25,4.145106091717999,-10.159999999999997,259,0,3.0,205,2016-04-10,0
1.0899999999999999,8,-3,0.36,-1,-8,-0.5,0,-0.6666666666666666,-0.2902121834360045,-2.539999999999992,-91,0,3.0,170,2016-04-10,0
1.1399999999999997,5,4,0.7899999999999999,14,28,-0.5,0,0.0,-0.9828884325804275,-5.079999999999984,0,0,3.0,185,2016-04-10,0
1.5899999999999999,12,-12,-0.8700000000000001,-11,-13,0.9,2,0.4285714285714286,-0.0903490759753609,2.539999999999992,-35,0,5.0,205,2016-04-16,1
1.19,7,0,-1.79,-25,2,0.2,0,-0.6666666666666666,0.8350444900752905,0.0,194,0,3.0,170,2016-04-16,1
-0.28000000000000025,-5,-1,1.1800000000000002,-3,-1,0.5,0,-0.3333333333333333,1.7878165639972643,5.0800000000000125,-2,0,3.0,170,2016-04-16,0
3.2199999999999998,-7,-4,-4.01,-13,7,0.19999999999999996,0,0.0,0.5037645448323076,17.78,-202,0,3.0,170,2016-04-16,0
0.5500000000000003,6,2,-1.75,-20,-47,-0.5,1,0.75,-2.464065708418893,0.0,-224,0,3.0,185,2016-04-16,0
0.3400000000000003,15,-5,0.3799999999999999,10,-1,0.5,0,0.5,1.4072553045859024,-5.0800000000000125,-22,0,3.0,205,2016-04-23,1
0.8600000000000003,-10,0,-2.71,-33,-19,0.2,0,0.0,0.5393566050650307,0.0,-12,0,3.0,170,2016-04-23,1
1.2899999999999996,-4,2,-1.8199999999999998,4,5,-0.5,0,0.2777777777777778,-7.986310746064337,-10.160000000000025,77,0,3.0,185,2016-04-23,1
1.9899999999999998,-19,10,-1.8,-32,7,-1.0,5,-0.20000000000000007,-3.4113620807665974,2.539999999999992,-21,0,3.0,170,2016-05-08,0
1.5399999999999996,2,-15,-0.050000000000000266,14,-30,1.4,1,1.0,-12.021902806297057,5.0800000000000125,147,0,3.0,205,2016-05-08,1
-1.1800000000000002,-3,-5,1.7200000000000002,42,32,0.09999999999999998,2,-0.33333333333333337,0.3942505133470249,17.78,385,0,3.0,185,2016-05-08,1
2.14,31,14,-2.8900000000000006,-16,35,0.4,0,0.5,-2.3709787816563974,-12.699999999999989,-21,0,3.0,170,2016-05-08,1
-1.8299999999999996,-15,4,-3.85,3,34,0.7000000000000001,0,0.0,4.45722108145106,-2.539999999999992,98,0,3.0,205,2016-05-14,1
1.0100000000000002,-1,-2,-0.9900000000000001,-18,-5,-0.7000000000000001,2,0.08333333333333337,-4.717316906228611,5.079999999999984,9,0,3.0,185,2016-05-14,1
0.9399999999999997,1,12,1.5499999999999998,-21,4,0.7000000000000001,-1,-0.19999999999999996,-2.6830937713894585,-5.0800000000000125,-35,0,3.0,185,2016-05-14,1
-0.8599999999999999,4,-5,-2.88,-2,-34,0.7,-2,0.657142857142857,7.8247775496235406,-7.6200000000000045,217,0,3.0,205,2016-05-14,1
-2.3099999999999996,0,6,1.0899999999999999,28,12,0.5,3,-0.25,-1.6728268309377157,0.0,49,0,3.0,170,2016-05-14,0
-1.9599999999999997,-12,8,0.8100000000000003,-22,-2,-0.30000000000000004,3,-0.34615384615384615,3.178644763860369,-7.6200000000000045,-154,0,3.0,170,2016-05-14,1
0.25,6,0,-2.01,-12,21,-0.8,-1,-0.3636363636363636,-2.023271731690617,-2.539999999999992,-483,0,3.0,170,2016-05-29,0
0.5899999999999999,-1,-2,-0.6799999999999999,-36,7,0.3,-1,-0.625,-7.698836413415471,-5.0800000000000125,13,0,3.0,185,2016-05-29,1
0.52,1,1,1.1099999999999999,17,-7,0.19999999999999998,0,-0.3333333333333333,1.8069815195071897,5.0800000000000125,35,0,3.0,170,2016-05-29,0
-0.23000000000000043,11,-12,-0.3500000000000001,-14,2,0.7,2,0.5,-5.634496919917865,5.0800000000000125,77,1,5.0,185,2016-06-04,0
-0.5800000000000001,1,-2,-0.16999999999999993,4,-20,-0.2,0,-0.29166666666666663,7.444216290212175,7.6200000000000045,133,0,3.0,185,2016-06-04,1
2.6100000000000003,-8,0,0.73,64,6,-0.9000000000000001,-1,-0.16666666666666663,0.5776865160848743,7.6200000000000045,6,0,3.0,170,2016-06-04,1
-0.9700000000000002,-12,16,0.12,86,58,-0.2,1,1.0,2.1273100616016443,-2.539999999999992,301,0,3.0,205,2016-06-04,0
-0.2999999999999998,-4,8,1.54,12,25,0.4,-6,-0.2698412698412699,-6.442162902121833,2.539999999999992,210,0,5.0,170,2016-06-18,0
0.5300000000000002,4,5,0.92,33,70,-0.5,1,0.0,2.0944558521560523,-5.0800000000000125,-62,0,3.0,205,2016-06-18,1
1.6,-2,5,0.47999999999999987,13,30,1.0,-2,0.22499999999999998,-3.0773442847364834,-5.0800000000000125,-35,0,3.0,170,2016-06-18,1
-0.3999999999999999,8,10,0.38000000000000034,-10,1,1.5999999999999999,2,1.0,6.795345653661876,5.0800000000000125,133,0,3.0,205,2016-06-18,1
0.9100000000000006,-2,1,1.21,14,-23,-0.1,0,-0.33333333333333337,-2.069815195071868,0.0,-124,0,3.0,185,2016-06-18,1
-0.9100000000000001,7,-11,0.9499999999999997,11,-49,2.4,-2,0.75,2.787132101300479,-2.5400000000000205,70,0,3.0,185,2016-06-18,0
1.21,7,5,-1.7300000000000002,6,-32,0.19999999999999998,1,0.75,6.620123203285424,2.539999999999992,110,0,3.0,170,2016-07-07,1
-0.48999999999999977,7,13,-0.050000000000000044,15,20,1.5,-1,0.19999999999999996,6.620123203285424,-7.6200000000000045,-70,0,3.0,170,2016-07-07,0
3.13,13,-3,0.97,51,28,-0.40000000000000013,0,0.0,-1.5386721423682417,2.539999999999992,-28,0,3.0,170,2016-07-07,1
-1.29,-7,9,2.25,31,34,-0.09999999999999998,0,0.2,3.441478439425051,5.0800000000000125,-55,0,3.0,185,2016-07-08,1
1.2000000000000002,-9,-6,1.33,-33,11,-0.4,2,-0.375,-3.9315537303217027,-12.700000000000017,147,0,3.0,205,2016-07-09,1
-0.17999999999999972,3,-4,2.7800000000000002,12,5,0.19999999999999998,0,-0.08333333333333331,8.114989733059552,-5.0800000000000125,-77,0,3.0,170,2016-07-09,0
0.029999999999999805,2,15,0.7100000000000001,27,-6,1.0,-3,-0.4,-1.5660506502395641,0.0,77,0,3.0,185,2016-07-09,1
0.8500000000000001,-2,23,0.3599999999999999,1,26,0.4,0,-0.5555555555555556,7.123887748117731,-12.699999999999989,-29,0,3.0,185,2016-07-13,1
1.0,14,6,-0.11999999999999988,6,3,0.5,0,-0.16666666666666663,4.177960301163587,7.6200000000000045,56,0,3.0,170,2016-07-13,0
0.43000000000000016,1,3,1.25,6,-7,0.9,0,-1.0,-0.39972621492128724,-5.0800000000000125,-25,0,3.0,185,2016-07-13,0
-1.0900000000000003,11,-3,2.17,32,8,-0.4,0,0.0,0.05475701574264136,-5.0800000000000125,-158,0,3.0,185,2016-07-13,0
0.6000000000000001,3,6,2.35,38,-16,0.39999999999999997,-1,-0.33333333333333337,0.134154688569474,12.699999999999989,-99,0,3.0,170,2016-07-23,1
2.42,4,-3,1.1300000000000001,9,17,0.0,0,0.0,-2.811772758384663,5.079999999999984,42,0,3.0,170,2016-07-23,1
1.2899999999999996,16,-5,-0.3600000000000001,-1,-23,0.9,0,0.17948717948717952,4.210814510609179,10.159999999999997,-105,0,3.0,170,2016-07-30,0
1.4900000000000002,-1,5,-0.41000000000000003,24,-22,-0.4,3,-0.30000000000000004,0.049281314168375445,0.0,-336,1,5.0,170,2016-07-30,0
0.9999999999999996,6,2,0.20999999999999996,-9,-6,0.3999999999999999,3,0.30000000000000004,-11.427789185489388,0.0,-112,0,3.0,205,2016-07-30,1
